"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3213","Punjab","Renovation of ponds and lakes","WS/MP235/2026-2027/286152","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-Jul-2026","Arshdeep Singh","Payment Success","35000"
"3214","Gujarat","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18403/2025-2026/217147","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","18-Feb-2026","MODIPUR GRAM PANCHAYAT","Payment Success","497888"
"3215","Puducherry","Purchase of hospital equipment","WS/MP139/2025-2026/132774","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","10-Mar-2026","THAARWIN ENTERPRISES","Payment Success","1707510"
"3216","Puducherry","Purchase of hospital equipment","WS/MP139/2025-2026/132774","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","10-Mar-2026","CONFIDENT DENTAL EQUIPMENTS PVT LTD","Payment Success","399000"
"3217","Puducherry","Purchase of hospital equipment","WS/MP139/2025-2026/132774","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","10-Mar-2026","CONFIDENT DENTAL EQUIPMENTS PVT LTD","Payment Success","166000"
"3218","Uttar Pradesh","Installing hand pumps","WS/MP183/2025-2026/258540","UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","24-Aug-2026","DINESH SHANKAR TIWARI","Payment Success","115943"
"3219","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","RK ART","Payment Success","1000"
"3220","Odisha","Construction of community centers and community halls","WS/MP131/2023-2024/75416","Subarnapur(District Collector Subarnapur_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","06-Mar-2026","Govinda Chandra Maharana","Payment Success","243031"
"3221","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP187/2025-2026/141831","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","21-Feb-2026","MATA BHAVANI UCHCHA MADHYAMICK VIDYALAY MANCHOBHA","Payment Success","331182"
"3222","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18295/2026-2027/174516","Phalodi(DISTRICT COLLECTOR PHALODI_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","20-May-2026","k k kohari construction company","Payment Success","744947"
"3223","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2025-2026/234592","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","24-Jan-2026","GRAM PANCHAYAT PARATALA","Payment Success","120000"
"3224","Uttarakhand","Purchase of training equipment","WS/MP18333/2025-2026/253641","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","19-Jan-2026","THE NEW SCHOLAR ACADEMY","Payment Success","300000"
"3225","Bihar","Street lights","WS/MP001/2025-2026/272222","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","27-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3226","Bihar","Street lights","WS/MP001/2025-2026/272223","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","27-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3227","Bihar","Street lights","WS/MP001/2025-2026/272224","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","27-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3228","Bihar","Street lights","WS/MP001/2025-2026/272225","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","27-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3229","Bihar","Street lights","WS/MP001/2025-2026/272219","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3230","Bihar","Street lights","WS/MP001/2025-2026/272220","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3231","Bihar","Street lights","WS/MP001/2025-2026/272221","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3232","Bihar","Street lights","WS/MP001/2025-2026/272215","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3233","Bihar","Street lights","WS/MP001/2025-2026/272217","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3234","Bihar","Street lights","WS/MP001/2025-2026/272216","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3235","Bihar","Street lights","WS/MP001/2025-2026/272218","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","13-Jun-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3236","Bihar","Lighting of public spaces","WS/MP001/2025-2026/224451","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","17-Jan-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3237","Bihar","Lighting of public spaces","WS/MP001/2025-2026/224452","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","17-Jan-2026","MOR DISTRIBUTORS","Payment Success","970000"
"3238","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207812","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3239","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207813","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3240","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207814","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3241","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207815","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3242","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207817","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3243","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207818","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3244","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/207816","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","21-Jan-2026","gujarat agrotech","Payment Success","44936"
"3245","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","ISHWAR LAL MEENA","Payment Success","7280"
"3246","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","MANISH MEENA","Payment Success","15600"
"3247","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","OM PRAKASH MEENA","Payment Success","21000"
"3248","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","DIPESH KUMAR SHARMA","Payment Success","7280"
"3249","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","ASHA KUNVAR DEVADA","Payment Success","10080"
"3250","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","JITENDRA BAIRAGI","Payment Success","7280"
"3251","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","SHEELA","Payment Success","10080"
"3252","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","23-Feb-2026","SHAMBHU SINGH","Payment Success","15600"
"3253","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP019/2025-2026/248788","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","09-Feb-2026","JAY BAJARANG BALI BUILDING MATERIAL AND SUPPLIER PANNUGANJ","Payment Success","599999"
"3254","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP019/2025-2026/248788","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","25-Aug-2026","JAY BAJARANG BALI BUILDING MATERIAL AND SUPPLIER PANNUGANJ","Payment Success","250000"
"3255","Kerala","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP102/2025-2026/223205","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Muhammed Rayees P","Payment Success","539952"
"3256","Kerala","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP102/2025-2026/223205","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Embright Infotech","Payment Success","913000"
"3257","Kerala","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP102/2025-2026/223205","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","20-Jan-2026","Liano Medial Systems","Payment Success","1046500"
