work_id,dataset_count,datasets
WS/MP812/2024-2025/135420,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135422,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135423,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135424,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135425,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135428,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135430,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135431,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135432,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135434,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135435,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135436,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135437,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135440,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135442,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135443,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135444,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135445,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2025-2026/135446,2,LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135447,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135449,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135450,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135451,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP431/2024-2025/135463,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18336/2024-2025/135505,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18336/2024-2025/135506,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18336/2024-2025/135507,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18336/2024-2025/135508,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2026-2027/135516,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135520,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135523,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135524,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135525,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135526,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135527,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135528,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135529,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135530,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135533,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135534,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135535,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135539,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135541,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135546,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135547,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135549,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135553,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135555,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135558,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135559,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135564,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135566,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135568,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135570,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135572,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135573,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135574,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135575,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135576,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135583,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135584,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135585,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135586,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135587,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135588,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2026-2027/135589,2,LS_recommended|RS_sanctioned
WS/MP826/2026-2027/135590,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135592,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135593,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135594,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135595,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135596,2,LS_recommended|RS_sanctioned
WS/MP826/2026-2027/135597,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135598,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135599,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135600,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135601,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135602,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135603,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135604,2,LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135639,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135640,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135641,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135642,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135643,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135645,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135646,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135647,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135648,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135649,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135650,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135651,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135652,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135653,2,LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135654,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135655,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135656,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/135658,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/135678,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/135679,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/135680,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/135681,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/135682,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135683,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135684,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135685,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135686,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135687,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135688,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135689,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135690,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135692,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135693,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135694,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135695,2,LS_recommended|RS_sanctioned
WS/MP826/2026-2027/135696,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135697,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135699,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135700,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135701,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135702,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135703,2,LS_recommended|RS_sanctioned
WS/MP747/2024-2025/135704,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135706,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135707,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135708,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135709,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135710,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135711,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135712,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135713,2,LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135714,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135715,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135716,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135750,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135751,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135752,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135753,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135754,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135755,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135756,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135757,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18144/2024-2025/135758,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135759,2,LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135760,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP526/2024-2025/135770,2,LS_recommended|RS_sanctioned
WS/MP526/2024-2025/135771,2,LS_recommended|RS_sanctioned
WS/MP526/2024-2025/135772,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP526/2024-2025/135773,2,LS_recommended|RS_sanctioned
WS/MP431/2024-2025/135774,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135791,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135792,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135793,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135794,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135795,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135796,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135797,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135798,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135799,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135800,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135806,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135807,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2025-2026/135808,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP826/2025-2026/135810,2,LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135811,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135812,2,LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135813,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135814,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2025-2026/135815,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135816,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135817,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135818,2,LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135819,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135824,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135827,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135830,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135836,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135840,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP826/2024-2025/135852,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135858,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135859,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135861,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP352/2025-2026/135862,2,LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135874,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135876,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135877,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135878,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135879,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135880,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135881,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP777/2024-2025/135882,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP352/2025-2026/135898,2,LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135899,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135901,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135902,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135903,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135904,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135905,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135907,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135908,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135909,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135911,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135912,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135914,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135915,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135916,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135917,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135918,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135919,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135921,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135923,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135924,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135925,2,LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135927,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135928,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135929,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18199/2024-2025/135932,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/135975,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/135976,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/135978,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/135979,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/135980,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135993,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135994,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135995,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135996,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135997,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135998,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/135999,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136000,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136001,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136002,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136003,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136004,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136005,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136006,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136007,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136008,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136009,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136010,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136011,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136017,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136018,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136019,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136020,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136021,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136022,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136023,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136024,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136025,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136026,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136027,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136028,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136029,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136030,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136031,2,LS_recommended|RS_sanctioned
WS/MP643/2024-2025/136032,2,LS_recommended|RS_sanctioned
WS/MP394/2024-2025/136033,2,LS_recommended|RS_sanctioned
WS/MP394/2024-2025/136035,2,LS_recommended|RS_sanctioned
WS/MP394/2024-2025/136036,2,LS_recommended|RS_sanctioned
WS/MP394/2024-2025/136037,2,LS_recommended|RS_sanctioned
WS/MP394/2025-2026/136038,2,LS_recommended|RS_sanctioned
WS/MP394/2025-2026/136039,2,LS_recommended|RS_sanctioned
WS/MP394/2025-2026/136041,2,LS_recommended|RS_sanctioned
WS/MP394/2025-2026/136042,2,LS_recommended|RS_sanctioned
WS/MP394/2025-2026/136043,2,LS_recommended|RS_sanctioned
WS/MP394/2024-2025/136044,2,LS_recommended|RS_sanctioned
WS/MP394/2024-2025/136045,2,LS_recommended|RS_sanctioned
WS/MP18272/2024-2025/136068,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136140,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136141,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136142,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136143,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136144,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136145,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136146,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136147,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18217/2024-2025/136148,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136156,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136159,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136161,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136162,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136163,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136164,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136165,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136166,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136185,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136186,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136187,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136188,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136189,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136190,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136191,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136192,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136193,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136194,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136195,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136196,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136197,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136198,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136202,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136203,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136204,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/136205,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136217,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136218,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136219,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136220,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136221,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136222,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136223,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136224,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136225,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/136226,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2025-2026/136227,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18161/2024-2025/136228,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18161/2024-2025/136229,3,LS_completed|LS_recommended|RS_sanctioned
